customer_id,churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,paperless_billing,payment_method,monthly_charge,total_charge,expected_total,diff_expected_minus_total,ratio_total_expected,missing_total,missing_monthly,missing_tenure,suspicious_evasion_flag,suspicion_reasons
3018-DZHFE,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.55,19.55,19.55,0.0,1.0,False,False,False,False,
3018-TFTSU,Yes,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,bank transfer (automatic),81.7,858.6,980.4000000000001,121.80000000000007,0.8757649938800489,False,False,False,False,
3021-VLNRJ,No,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,credit card (automatic),70.8,3478.15,3540.0,61.84999999999991,0.9825282485875706,False,False,False,False,
3022-BEXHZ,No,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),111.2,7530.8,7450.400000000001,-80.39999999999964,1.0107913669064748,False,False,False,False,
3023-GFLBR,Yes,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,credit card (automatic),86.15,2745.7,2842.9500000000003,97.25000000000045,0.9657925746143968,False,False,False,False,
3026-ATZYV,No,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,bank transfer (automatic),75.1,2658.8,2778.7,119.89999999999964,0.9568503256918705,False,False,False,False,
3027-YNWZU,No,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),25.0,1584.8,1600.0,15.200000000000045,0.9904999999999999,False,False,False,False,
3027-ZTDHO,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,89.9,89.9,89.9,0.0,1.0,False,False,False,False,
3030-YDNRM,No,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,74.85,572.45,598.8,26.34999999999991,0.955995323981296,False,False,False,False,
3030-YZADT,Yes,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,mailed check,44.95,431.0,404.55,-26.44999999999999,1.0653812878506983,False,False,False,False,
3030-ZKIWL,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,20.05,20.05,20.05,0.0,1.0,False,False,False,False,
3034-ZBEQN,Yes,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,mailed check,34.7,1604.5,1665.6000000000001,61.100000000000136,0.9633165225744476,False,False,False,False,
3038-PQIUY,No,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,bank transfer (automatic),66.15,2522.4,2513.7000000000003,-8.699999999999818,1.0034610335362215,False,False,False,False,
3039-MJSLN,No,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),20.2,50.6,60.599999999999994,9.999999999999993,0.8349834983498351,False,False,False,False,
3043-SUDUA,No,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),19.9,601.55,636.8,35.25,0.9446451005025126,False,False,False,False,
3043-TYBNO,No,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,mailed check,60.65,196.9,181.95,-14.950000000000017,1.0821654300632042,False,False,False,False,
3045-XETSH,Yes,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,electronic check,94.85,953.45,948.5,-4.9500000000000455,1.0052187664733792,False,False,False,False,
3049-NDXFL,Yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,mailed check,85.8,85.8,85.8,0.0,1.0,False,False,False,False,
3049-SOLAY,Yes,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,95.2,292.85,285.6,-7.25,1.0253851540616246,False,False,False,False,
3050-GBUSH,No,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,credit card (automatic),34.8,113.95,104.39999999999999,-9.550000000000011,1.0914750957854407,False,False,False,False,
3050-RLLXC,No,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,credit card (automatic),81.25,4620.4,4550.0,-70.39999999999964,1.0154725274725274,False,False,False,False,
3055-MJDSB,No,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,mailed check,24.6,190.1,221.4,31.30000000000001,0.8586269196025293,False,False,False,False,
3055-OYMSE,No,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,credit card (automatic),73.8,4003.85,3911.3999999999996,-92.45000000000027,1.023636038247175,False,False,False,False,
3055-VTCGS,No,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,credit card (automatic),58.55,3503.5,3688.6499999999996,185.14999999999964,0.9498054843913085,False,False,False,True,gap >2 months (gap=185.15)
3057-VJJQE,No,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,mailed check,55.25,1924.1,1933.75,9.650000000000091,0.9950096961861667,False,False,False,False,
3058-HJCUY,Yes,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,electronic check,102.6,4213.35,4206.599999999999,-6.7500000000009095,1.0016046213093712,False,False,False,False,
3058-WQDRE,No,Male,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),25.15,331.85,326.95,-4.900000000000034,1.0149870010705002,False,False,False,False,
3059-NGMXB,No,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,mailed check,69.2,944.65,968.8000000000001,24.15000000000009,0.97507225433526,False,False,False,False,
3061-BCKYI,No,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.9,283.75,278.59999999999997,-5.150000000000034,1.0184852835606606,False,False,False,False,
3062-ICYZQ,No,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,electronic check,93.8,4539.35,4783.8,244.44999999999982,0.94890045570467,False,False,False,True,gap >2 months (gap=244.45)
3063-QFSZL,Yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,55.4,55.4,55.4,0.0,1.0,False,False,False,False,
3066-RRJIO,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,mailed check,69.95,69.95,69.95,0.0,1.0,False,False,False,False,
3067-SVMTC,No,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,bank transfer (automatic),55.9,3848.8,3801.2,-47.600000000000364,1.0125223613595709,False,False,False,False,
3068-OMWZA,Yes,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,electronic check,88.8,88.8,88.8,0.0,1.0,False,False,False,False,
3069-SSVSN,No,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,mailed check,25.85,25.85,25.85,0.0,1.0,False,False,False,False,
3070-BDOQC,No,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,electronic check,99.65,5941.05,5979.0,37.94999999999982,0.9936527847466132,False,False,False,False,
3070-DVEYC,Yes,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,mailed check,73.75,545.15,516.25,-28.899999999999977,1.0559806295399514,False,False,False,False,
3070-FNFZQ,No,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),20.4,478.75,469.2,-9.550000000000011,1.0203537936913896,False,False,False,False,
3071-MVJCD,No,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,bank transfer (automatic),82.3,5815.15,5925.599999999999,110.44999999999982,0.9813605373295532,False,False,False,False,
3071-VBYPO,No,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,electronic check,89.85,248.4,269.54999999999995,21.14999999999995,0.921535893155259,False,False,False,False,
3074-GQWYX,Yes,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),75.9,357.75,379.5,21.75,0.9426877470355731,False,False,False,False,
3077-RSNTJ,No,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.7,113.5,118.19999999999999,4.699999999999989,0.9602368866328258,False,False,False,False,
3078-NDXXG,,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,mailed check,50.15,2139.1,2206.6,67.5,0.969409951962295,False,False,False,False,
3078-ZKNTS,No,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),19.75,246.7,256.75,10.050000000000011,0.960856864654333,False,False,False,False,
3079-BCHLN,No,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,bank transfer (automatic),19.9,942.95,935.3,-7.650000000000091,1.0081791938415483,False,False,False,False,
3082-VQXNH,No,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,credit card (automatic),29.8,94.4,89.4,-5.0,1.0559284116331096,False,False,False,False,
3082-WQRVY,No,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,19.65,228.65,275.09999999999997,46.44999999999996,0.8311523082515451,False,False,False,True,gap >2 months (gap=46.45)
3082-YVEKW,No,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,bank transfer (automatic),77.15,1759.4,1774.45,15.049999999999955,0.9915184986897349,False,False,False,False,
3084-DOWLE,No,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),92.0,6474.4,6624.0,149.60000000000036,0.9774154589371981,False,False,False,False,
3085-QUOZK,Yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,mailed check,43.95,43.95,43.95,0.0,1.0,False,False,False,False,
3086-RUCRN,No,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,bank transfer (automatic),103.1,6595.0,6804.599999999999,209.59999999999945,0.9691973077036123,False,False,False,True,gap >2 months (gap=209.60)
3088-FVYWK,No,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),25.55,1336.1,1354.15,18.050000000000182,0.9866706051766789,False,False,False,False,
3088-LHEFH,No,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),79.0,929.3,869.0,-60.299999999999955,1.0693901035673188,False,False,False,False,
3090-HAWSU,Yes,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),111.6,6876.05,6807.599999999999,-68.45000000000073,1.0100549385980375,False,False,False,False,
3090-LETTY,No,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,bank transfer (automatic),60.95,134.6,121.9,-12.699999999999989,1.1041837571780146,False,False,False,False,
3090-QFUVD,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,credit card (automatic),20.3,20.3,20.3,0.0,1.0,False,False,False,False,
3091-FYHKI,Yes,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,35.45,35.45,35.45,0.0,1.0,False,False,False,False,
3092-IGHWF,Yes,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,electronic check,87.4,5918.8,5855.8,-63.0,1.0107585641586119,False,False,False,False,
3094-JOJAI,No,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,mailed check,74.15,1387.0,1334.7,-52.299999999999955,1.0391848355435678,False,False,False,False,
3096-GKWEB,No,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,94.75,1691.9,1705.5,13.599999999999909,0.9920257988859572,False,False,False,False,
3096-IZETN,Yes,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,bank transfer (automatic),78.1,947.3,937.1999999999999,-10.100000000000023,1.0107767819035425,False,False,False,False,
3096-JRDSO,Yes,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),104.3,2867.75,2816.1,-51.65000000000009,1.0183409680053976,False,False,False,False,
3096-WPXBT,No,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,credit card (automatic),100.7,6018.65,6142.7,124.05000000000018,0.9798052973448158,False,False,False,False,
3096-YXENJ,No,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),107.65,7082.85,6997.25,-85.60000000000036,1.0122333773982637,False,False,False,False,
3097-FQTVJ,No,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,20.0,810.3,820.0,9.700000000000045,0.9881707317073171,False,False,False,False,
3097-IDVPU,No,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,credit card (automatic),50.1,910.45,951.9,41.44999999999993,0.9564555100325666,False,False,False,False,
3097-NNSPB,Yes,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,credit card (automatic),49.05,91.1,98.1,7.0,0.928644240570846,False,False,False,False,
3097-NQYSN,Yes,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,mailed check,86.85,156.35,173.7,17.349999999999994,0.9001151410477836,False,False,False,False,
3097-PYWXL,No,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,electronic check,19.95,82.9,79.8,-3.1000000000000085,1.0388471177944862,False,False,False,False,
3099-OONVS,No,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,electronic check,54.3,1296.8,1357.5,60.700000000000045,0.9552854511970533,False,False,False,False,
3104-OWCGK,Yes,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,electronic check,90.95,5453.4,5457.0,3.600000000000364,0.99934029686641,False,False,False,False,
3106-ULWFW,Yes,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,credit card (automatic),85.2,627.4,681.6,54.200000000000045,0.9204812206572769,False,False,False,False,
3108-PCCGG,No,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,credit card (automatic),84.45,5899.85,6080.400000000001,180.55000000000018,0.9703062298532991,False,False,False,True,gap >2 months (gap=180.55)
3113-IWHLC,No,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,mailed check,55.8,274.35,279.0,4.649999999999977,0.9833333333333334,False,False,False,False,
3115-CZMZD,No,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,20.25,,0.0,,,True,False,False,False,missing total
3115-JPJDD,No,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,credit card (automatic),81.25,4639.45,4793.75,154.30000000000018,0.9678122555410691,False,False,False,False,
3118-UHVVQ,No,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),25.8,1911.5,1754.4,-157.0999999999999,1.089546283629731,False,False,False,False,
3120-FAZKD,No,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),24.05,1230.9,1298.7,67.79999999999995,0.9477939477939479,False,False,False,True,gap >2 months (gap=67.80)
3125-RAHBV,No,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,credit card (automatic),20.3,467.15,446.6,-20.549999999999955,1.046014330497089,False,False,False,False,
3126-WQMGH,No,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),52.15,2583.75,2555.35,-28.40000000000009,1.0111139374254017,False,False,False,False,
3128-YOVTD,No,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),79.15,4018.55,4036.65,18.09999999999991,0.9955160838814363,False,False,False,False,
3129-AAQOU,No,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,25.6,485.9,486.40000000000003,0.5000000000000568,0.9989720394736841,False,False,False,False,
3130-ICDUP,No,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,credit card (automatic),80.55,188.1,161.1,-27.0,1.1675977653631284,False,False,False,False,
3131-NWVFJ,No,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,19.55,294.5,273.7,-20.80000000000001,1.0759956156375594,False,False,False,False,
3132-TVFDZ,Yes,Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,44.85,2572.95,2556.4500000000003,-16.499999999999545,1.0064542627471686,False,False,False,False,
3133-PZNSR,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,credit card (automatic),97.75,6991.6,7038.0,46.399999999999636,0.9934072179596477,False,False,False,False,
3134-DSHVC,No,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,credit card (automatic),98.0,6218.45,6174.0,-44.44999999999982,1.0071995464852608,False,False,False,False,
3134-JCVOE,,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,mailed check,29.2,98.5,87.6,-10.900000000000006,1.1244292237442923,False,False,False,False,
3137-LUPIX,No,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,mailed check,64.4,253.0,257.6,4.600000000000023,0.9821428571428571,False,False,False,False,
3137-NYQQI,No,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,mailed check,64.8,1175.6,1101.6,-74.0,1.0671750181554103,False,False,False,False,
3138-BKYAV,Yes,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,electronic check,85.35,489.45,512.0999999999999,22.64999999999992,0.9557703573520798,False,False,False,False,
3143-ILDAL,Yes,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,electronic check,94.45,5124.6,5289.2,164.59999999999945,0.9688799818498073,False,False,False,False,
3143-JQEGI,Yes,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,electronic check,88.35,1222.8,1148.55,-74.25,1.0646467284837404,False,False,False,False,
3144-AUDBS,Yes,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,electronic check,49.15,270.8,294.9,24.099999999999966,0.9182773821634453,False,False,False,False,
3144-KMTWZ,No,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),93.25,6669.45,6620.75,-48.69999999999982,1.0073556621228712,False,False,False,False,
3146-JTQHR,No,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,bank transfer (automatic),19.6,189.45,196.0,6.550000000000011,0.9665816326530612,False,False,False,False,
3146-MSEGF,No,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),88.05,6425.65,6339.599999999999,-86.05000000000018,1.013573411571708,False,False,False,False,
3148-AOIQT,No,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),24.95,1718.35,1721.55,3.2000000000000455,0.9981412099561442,False,False,False,False,
3148-BLQJT,Yes,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,20.1,20.1,20.1,0.0,1.0,False,False,False,False,
3154-CFSZG,No,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,electronic check,90.05,4137.2,4232.349999999999,95.14999999999964,0.977518399943294,False,False,False,False,
3154-HMWUU,No,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),20.5,1198.8,1230.0,31.200000000000045,0.9746341463414634,False,False,False,False,
3156-QLHBO,No,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.25,48.35,38.5,-9.850000000000001,1.255844155844156,False,False,False,False,
3158-MOERK,Yes,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,96.0,174.8,192.0,17.19999999999999,0.9104166666666668,False,False,False,False,
3160-TYXLT,No,Male,0,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),46.3,2546.85,2453.8999999999996,-92.95000000000027,1.03787847915563,False,False,False,False,
3161-GETRM,No,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,credit card (automatic),90.05,3097.0,3061.7,-35.30000000000018,1.0115295424110788,False,False,False,False,
3161-ONRWK,No,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,bank transfer (automatic),65.85,3928.3,3950.9999999999995,22.699999999999363,0.9942546190837764,False,False,False,False,
3161-PJNCN,,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),20.05,1263.05,1343.3500000000001,80.30000000000018,0.9402240666989242,False,False,False,True,gap >2 months (gap=80.30)
3162-KKZXO,No,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,electronic check,100.15,5409.75,5508.25,98.5,0.9821177324921708,False,False,False,False,
3162-ZJZFU,No,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,electronic check,92.55,4779.45,4905.15,125.69999999999982,0.9743738723586435,False,False,False,False,
3164-AALRN,Yes,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,mailed check,70.0,347.4,350.0,2.6000000000000227,0.9925714285714285,False,False,False,False,
3164-YAXFY,No,Male,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,53.75,3196.0,3063.75,-132.25,1.0431660546715626,False,False,False,False,
3165-HDOEW,Yes,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,mailed check,45.85,45.85,45.85,0.0,1.0,False,False,False,False,
3166-PNEOF,No,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),86.45,5175.3,5273.45,98.14999999999964,0.9813878959694319,False,False,False,False,
3167-SNQPL,No,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,electronic check,101.15,3741.85,3843.7000000000003,101.85000000000036,0.9735020943361864,False,False,False,False,
3170-GWYKC,No,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),104.95,6236.75,6297.0,60.25,0.9904319517230428,False,False,False,False,
3170-NMYVV,No,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),20.15,930.9,1007.4999999999999,76.59999999999991,0.9239702233250621,False,False,False,True,gap >2 months (gap=76.60)
3173-NVMPX,No,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,mailed check,55.3,501.2,497.7,-3.5,1.0070323488045008,False,False,False,False,
3173-WSSUE,No,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),19.7,1415.85,1398.7,-17.149999999999864,1.012261385572317,False,False,False,False,
3174-AKMAS,No,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,credit card (automatic),64.2,3009.5,2953.2000000000003,-56.29999999999973,1.019064066097792,False,False,False,False,
3174-RKMOW,No,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,electronic check,109.95,3782.4,3848.25,65.84999999999991,0.982888325862405,False,False,False,False,
3177-LASXD,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,electronic check,71.35,71.35,71.35,0.0,1.0,False,False,False,False,
3178-CIFOT,No,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),19.65,478.1,451.95,-26.150000000000034,1.0578603827857065,False,False,False,False,
3178-FESZO,Yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,credit card (automatic),100.25,100.25,100.25,0.0,1.0,False,False,False,False,
3179-GBRWV,No,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),64.95,1339.8,1363.95,24.15000000000009,0.9822940723633563,False,False,False,False,
